Subject ID, Ref, Near, Distance of Near from Near - Distance of Near from Ref, Distance of Ref from Near - Distance of Ref from Ref
3930,orange_box_placard,elephant_placard,0.03300260702499013,0.047974993372171856
3930,green_cone_placard,duck_placard,-0.014091864623823109,-0.01456063523730864
3934,pink_cylinder_placard,frog_placard,0.4793750568560328,0.7776088332151702
3934,blue_cube_placard,airplane_placard,0.4875872662117793,0.17367252840365216
3934,red_ball_placard,book_placard,-0.026040428973474236,0.05999723775697149
3934,yellow_pyramid_placard,lion_placard,0,0
3934,orange_box_placard,car_placard,-0.002079738033749384,0.006921579503703971
3934,green_cone_placard,raptor_placard,-0.5456603773918591,-0.41836139557585506
3936,pink_cylinder_placard,cow_placard,0.001796339171307299,0.03899230448907967
3936,blue_cube_placard,boat_placard,0.06304714024361027,-0.16399829864708915
3936,red_ball_placard,pooh_placard,-0.05506193553781615,0.050846536957618337
3936,yellow_pyramid_placard,hippo_placard,0.006268897681200708,0.0063806658448732415
3936,orange_box_placard,elephant_placard,-0.8746140088223047,0.10511001796331457
3936,green_cone_placard,duck_placard,-0.0328722921109883,-0.0324726666834277
3939,pink_cylinder_placard,cow_placard,0.15818156673947714,0.026139931468179032
3939,blue_cube_placard,boat_placard,0.12534624078109052,0.13675097396909283
3939,red_ball_placard,pooh_placard,-0.0094074430609388,-0.007357573253834773
3939,yellow_pyramid_placard,hippo_placard,-0.029493745245125103,0.08783451917394995
3939,orange_box_placard,elephant_placard,0.14659526396460232,0.017067953497681716
3939,green_cone_placard,duck_placard,-0.03498935717366156,-0.04481781467881506
3941,pink_cylinder_placard,frog_placard,-0.14057154480951584,-0.5554244684822419
3941,blue_cube_placard,airplane_placard,-0.01197395890744196,-0.012664989862657551
3941,red_ball_placard,book_placard,0.05902985874563456,-0.025545568322226153
3941,yellow_pyramid_placard,lion_placard,0.27752537506216385,0.8588482275660408
3941,orange_box_placard,car_placard,0.028475467392060583,-0.0030281865703838057
3941,green_cone_placard,raptor_placard,0,0
3944,pink_cylinder_placard,frog_placard,0.0025756017863750457,0.019893938797156122
3944,blue_cube_placard,airplane_placard,0.013311746645449977,0.022245261048368863
3944,red_ball_placard,book_placard,0.1467327893485448,0.15229063445186042
3944,yellow_pyramid_placard,lion_placard,-0.008279897096865583,-0.0017839900366612164
3944,orange_box_placard,car_placard,-0.01544672689076675,-0.01252605242704132
3944,green_cone_placard,raptor_placard,0.0005890033383555008,0.056904021435632154
3947,pink_cylinder_placard,frog_placard,0,0
3947,blue_cube_placard,airplane_placard,-0.0588819413136601,-0.020249974750146105
3947,red_ball_placard,book_placard,0,0
3947,yellow_pyramid_placard,lion_placard,0,0
3947,orange_box_placard,car_placard,0.10569137189598435,0.1927547765123408
3947,green_cone_placard,raptor_placard,0,0
3950,pink_cylinder_placard,frog_placard,-0.0319210326919953,-0.025593904415145516
3950,blue_cube_placard,airplane_placard,0.01581575734552684,0.0033811792203291193
3950,red_ball_placard,book_placard,-0.07486089594266583,-0.019336862910638825
3950,yellow_pyramid_placard,lion_placard,-0.16049328227766602,0.05827005220623302
3950,orange_box_placard,car_placard,-0.05545374108000293,0.0113939842073784
3950,green_cone_placard,raptor_placard,-0.055001930958515376,0.024066748676989647
3952,pink_cylinder_placard,cow_placard,-0.023490941818101924,0.021967514349361422
3952,blue_cube_placard,boat_placard,-0.13798614900799527,-0.15206527076489915
3952,red_ball_placard,pooh_placard,-0.038948787490478254,0.017146835590680237
3952,yellow_pyramid_placard,hippo_placard,-0.013895948500065087,-0.009291960855525937
3952,orange_box_placard,elephant_placard,-0.023615460175819492,0.021327012401615452
3952,green_cone_placard,duck_placard,-0.11958916882943849,-0.015077233371723975
3954,pink_cylinder_placard,frog_placard,0.045440840871857575,0.06834531031498929
3954,blue_cube_placard,airplane_placard,-0.6595467021943172,-0.3843707526546149
3954,red_ball_placard,book_placard,-0.047866789251565935,-0.15593762934905767
3954,yellow_pyramid_placard,lion_placard,0.4968102340476916,0.32964281038356297
3954,orange_box_placard,car_placard,0.017860268132089206,-0.25357670959825
3954,green_cone_placard,raptor_placard,-0.12138309102473696,0.023354197162444943
3991,pink_cylinder_placard,cow_placard,-0.0005352152319231984,0.004035730330462131
3991,blue_cube_placard,boat_placard,0.010089158654363469,0.07977355586598968
3991,red_ball_placard,pooh_placard,-0.027122582865047675,-0.006127311275771405
3991,yellow_pyramid_placard,hippo_placard,-0.002191187603835096,0.0004900636855774939
3991,orange_box_placard,elephant_placard,-0.002637023556356629,0.0008774411714620004
3991,green_cone_placard,duck_placard,-0.00396508301027875,-0.0028387113319089017
3998,pink_cylinder_placard,cow_placard,-0.002666549942193505,0.0020904039653638997
3998,blue_cube_placard,boat_placard,-0.8649423987369376,-0.32264669748689356
3998,red_ball_placard,pooh_placard,-0.03248711465166347,0.002224807040271374
3998,yellow_pyramid_placard,hippo_placard,-0.5406527051270225,0.2643660665522876
3998,orange_box_placard,elephant_placard,-0.06103998324410482,0.5422379118666948
3998,green_cone_placard,duck_placard,0.015068202782308032,0.02881692227917713
3999,pink_cylinder_placard,cow_placard,0.05724503546424791,0.3839112104434968
3999,blue_cube_placard,boat_placard,0.004747140925581479,0.005677858574522866
3999,red_ball_placard,pooh_placard,-0.16469470063626504,-0.0984963269883899
3999,yellow_pyramid_placard,hippo_placard,0.05722003234922886,0.0843955486959133
3999,orange_box_placard,elephant_placard,0.039674258348055914,0.020509650404362575
3999,green_cone_placard,duck_placard,0.4463712660912073,0.25184085439762166
