7791,8331,yellow_pyramid_placard
8632,9223,blue_cube_placard
9392,10583,green_cone_placard
10737,10925,red_ball_placard
11037,11346,orange_box_placard
11499,11884,pink_cylinder_placard
11992,13328,book_placard
13524,13747,duck_placard
13918,14288,cow_placard
17289,17543,car_placard
17651,17833,raptor_placard
17976,18225,elephant_placard
18336,18677,boat_placard
18818,19233,pooh_placard
19382,21698,airplane_placard
25226,25497,frog_placard
